x,y,z
7.89973021,-14.90028572,0.02821047
7.99973011,-14.90028572,0.02805847
8.09973049,-14.90028572,0.02787863
8.19973087,-14.90028572,0.02770088
8.29973125,-14.90028572,0.02752526
8.39973164,-14.90028572,0.02735181
8.49973202,-14.90028572,0.02718057
8.5997324,-14.90028572,0.02701159
8.69973278,-14.90028572,0.0268449
8.79973316,-14.90028572,0.02668055
8.89973354,-14.90028572,0.02651183
8.99973392,-14.90028572,0.02632478
9.09973431,-14.90028572,0.02615664
9.19973469,-14.90028572,0.02599049
9.29973507,-14.90028572,0.02582637
9.39973545,-14.90028572,0.02566431
9.49973583,-14.90028572,0.02550436
9.59973621,-14.90028572,0.02534655
9.6997366,-14.90028572,0.02519093
9.79973698,-14.90028572,0.02503753
9.89973736,-14.90028572,0.0248696
9.99973774,-14.90028572,0.02468822
10.09973812,-14.90028572,0.02450837
10.1997385,-14.90028572,0.02433009
10.29973888,-14.90028572,0.0241534
10.39973927,-14.90028572,0.02397835
10.49973965,-14.90028572,0.02380497
10.59974003,-14.90028572,0.0236333
10.69974041,-14.90028572,0.02346337
10.79974079,-14.90028572,0.02332372
10.89974117,-14.90028572,0.02319587
10.99974155,-14.90028572,0.02306226
11.09974194,-14.90028572,0.02291875
11.19974232,-14.90028572,0.02277769
11.2997427,-14.90028572,0.02263753
11.39974308,-14.90028572,0.02249662
11.49974346,-14.90028572,0.02234872
11.59974384,-14.90028572,0.02220223
11.69974422,-14.90028572,0.02205716
11.79974461,-14.90028572,0.02191355
11.89974499,-14.90028572,0.02177142
11.99974537,-14.90028572,0.0216308
12.09974575,-14.90028572,0.02148965
12.19974613,-14.90028572,0.02132555
12.29974651,-14.90028572,0.02116233
12.39974689,-14.90028572,0.021
12.49974728,-14.90028572,0.02083859
12.59974766,-14.90028572,0.02067811
12.69974804,-14.90028572,0.0205186
12.79974842,-14.90028572,0.02036006
12.8997488,-14.90028572,0.02022576
12.99974918,-14.90028572,0.02009952
13.09974957,-14.90028572,0.01997484
13.19974995,-14.90028572,0.01985175
13.29975033,-14.90028572,0.01973029
13.39975071,-14.90028572,0.01961047
13.49975109,-14.90028572,0.01949234
13.59975147,-14.90028572,0.01936261
13.69975185,-14.90028572,0.01920692
13.79975224,-14.90028572,0.01905175
13.89975262,-14.90028572,0.01889709
13.999753,-14.90028572,0.01874296
14.09975338,-14.90028572,0.01858937
14.19975376,-14.90028572,0.01843634
14.29975414,-14.90028572,0.01828388
14.39975452,-14.90028572,0.01813201
14.49975491,-14.90028572,0.01797389
14.59975529,-14.90028572,0.01780642
14.69975567,-14.90028572,0.01767479
14.79975605,-14.90028572,0.01754875
14.89975643,-14.90028572,0.01742329
14.99975681,-14.90028572,0.01729844
-14.90028572,-14.80028534,0.01744632
-14.80028534,-14.80028534,0.0175737
-14.70028496,-14.80028534,0.0177019
-14.60028458,-14.80028534,0.0178309
-14.50028419,-14.80028534,0.0179607
-14.40028381,-14.80028534,0.01809125
-14.30028343,-14.80028534,0.01822256
-14.20028305,-14.80028534,0.01835461
-14.10028267,-14.80028534,0.01848738
-14.00028229,-14.80028534,0.01862085
-13.90028191,-14.80028534,0.01875501
-13.80028152,-14.80028534,0.01888985
-13.70028114,-14.80028534,0.01904309
-13.60028076,-14.80028534,0.01921134
-13.50028038,-14.80028534,0.01936339
-13.40028,-14.80028534,0.01951341
-13.30027962,-14.80028534,0.01966462
-13.20027924,-14.80028534,0.01981701
-13.10027885,-14.80028534,0.01996831
-13.00027847,-14.80028534,0.02011393
-12.90027809,-14.80028534,0.0202605
-12.80027771,-14.80028534,0.02040801
-12.70027733,-14.80028534,0.02055643
-12.60027695,-14.80028534,0.02070574
-12.50027657,-14.80028534,0.02085592
-12.40027618,-14.80028534,0.02100696
-12.3002758,-14.80028534,0.02115884
-12.20027542,-14.80028534,0.02129289
-12.10027504,-14.80028534,0.02142725
-12.00027466,-14.80028534,0.02156856
-11.90027428,-14.80028534,0.0217339
-11.8002739,-14.80028534,0.02190048
-11.70027351,-14.80028534,0.02206829
-11.60027313,-14.80028534,0.02223728
-11.50027275,-14.80028534,0.02240745
-11.40027237,-14.80028534,0.02257679
-11.30027199,-14.80028534,0.02271749
-11.20027161,-14.80028534,0.02285985
-11.10027122,-14.80028534,0.02300385
-11.00027084,-14.80028534,0.02314945
-10.90027046,-14.80028534,0.02329662
-10.80027008,-14.80028534,0.0234717
-10.7002697,-14.80028534,0.02366645
-10.60026932,-14.80028534,0.02386287
-10.50026894,-14.80028534,0.02406092
-10.40026855,-14.80028534,0.02423948
-10.30026817,-14.80028534,0.02438295
-10.20026779,-14.80028534,0.02452859
-10.10026741,-14.80028534,0.02467636
-10.00026703,-14.80028534,0.02482621
-9.90026665,-14.80028534,0.02497813
-9.80026627,-14.80028534,0.02513206
-9.70026588,-14.80028534,0.02529109
-9.6002655,-14.80028534,0.02548091
-9.50026512,-14.80028534,0.02564569
-9.40026474,-14.80028534,0.0258126
-9.30026436,-14.80028534,0.02598158
-9.20026398,-14.80028534,0.02615259
-9.1002636,-14.80028534,0.02632561
-9.00026321,-14.80028534,0.02650058
-8.90026283,-14.80028534,0.02667747
-8.80026245,-14.80028534,0.02685845
-8.70026207,-14.80028534,0.02707604
-8.60026169,-14.80028534,0.02726512
-8.50026131,-14.80028534,0.02742193
-8.40026093,-14.80028534,0.02758165
-8.30026054,-14.80028534,0.02774423
-8.20026016,-14.80028534,0.0279096
-8.10025978,-14.80028534,0.02807772
-8.0002594,-14.80028534,0.02824855
-7.90025949,-14.80028534,0.02842203
-7.80025959,-14.80028534,0.02859811
-7.70025969,-14.80028534,0.02877676
-7.60025978,-14.80028534,0.02897181
-7.50025988,-14.80028534,0.02913169
-7.40025997,-14.80028534,0.02929789
-7.30026007,-14.80028534,0.02946921
-7.20026016,-14.80028534,0.02964366
-7.10026026,-14.80028534,0.0298212
-7.00026035,-14.80028534,0.03000176
-6.90026045,-14.80028534,0.0301853
-6.80026054,-14.80028534,0.03037175
-6.70026064,-14.80028534,0.03056107
-6.60026073,-14.80028534,0.03067677
-6.50026083,-14.80028534,0.03078759
-6.40026093,-14.80028534,0.03093514
-6.30026102,-14.80028534,0.03109971
-6.20026112,-14.80028534,0.03126809
-6.10026121,-14.80028534,0.03144022
-6.00026131,-14.80028534,0.03161604
-5.9002614,-14.80028534,0.0317955
-5.8002615,-14.80028534,0.03194758
-5.70026159,-14.80028534,0.03206595
-5.60026169,-14.80028534,0.03218846
-5.50026178,-14.80028534,0.03231505
-5.40026188,-14.80028534,0.03244569
-5.30026197,-14.80028534,0.03258032
-5.20026207,-14.80028534,0.03273924
-5.10026217,-14.80028534,0.03292931
-5.00026226,-14.80028534,0.03306949
-4.90026236,-14.80028534,0.03319921
-4.80026245,-14.80028534,0.03333388
-4.70026255,-14.80028534,0.03347289
-4.60026264,-14.80028534,0.03361611
-4.50026274,-14.80028534,0.03376349
-4.40026283,-14.80028534,0.03391498
-4.30026293,-14.80028534,0.03401374
-4.20026302,-14.80028534,0.03408474
-4.10026312,-14.80028534,0.0341611
-4.00026321,-14.80028534,0.03424278
-3.90026331,-14.80028534,0.03432974
-3.8002634,-14.80028534,0.03442194
-3.7002635,-14.80028534,0.03455182
-3.6002636,-14.80028534,0.03466367
-3.50026369,-14.80028534,0.03477328
-3.40026379,-14.80028534,0.03489481
-3.30026388,-14.80028534,0.03502112
-3.20026398,-14.80028534,0.03515216
-3.10026407,-14.80028534,0.03528788
-3.00026417,-14.80028534,0.03542822
-2.90026426,-14.80028534,0.03557313
-2.80026436,-14.80028534,0.03572255
-2.70026445,-14.80028534,0.03576623
-2.60026455,-14.80028534,0.03581254
-2.50026464,-14.80028534,0.03586437
-2.40026474,-14.80028534,0.0359217
-2.30026484,-14.80028534,0.0359845
-2.20026493,-14.80028534,0.03607664
-2.10026503,-14.80028534,0.03617641
-2.00026512,-14.80028534,0.03624319
-1.9002651,-14.80028534,0.03628959
-1.80026507,-14.80028534,0.03634119
-1.70026505,-14.80028534,0.03639398
-1.60026503,-14.80028534,0.03645174
-1.500265,-14.80028534,0.03651444
-1.40026498,-14.80028534,0.03656464
-1.30026495,-14.80028534,0.03660919
-1.20026493,-14.80028534,0.03666025
-1.10026491,-14.80028534,0.03671781
-1.00026488,-14.80028534,0.03677838
-0.90026486,-14.80028534,0.03678584
-0.80026484,-14.80028534,0.03679818
-0.70026481,-14.80028534,0.03681536
-0.60026479,-14.80028534,0.03682488
-0.50026476,-14.80028534,0.03681928
-0.40026477,-14.80028534,0.03681995
-0.30026478,-14.80028534,0.03682689
-0.20026478,-14.80028534,0.0368401
-0.10026478,-14.80028534,0.0368608
-0.00026478,-14.80028534,0.03688938
0.09973522,-14.80028534,0.03690348
0.19973522,-14.80028534,0.03686604
0.29973522,-14.80028534,0.03683428
0.39973521,-14.80028534,0.03680819
0.49973521,-14.80028534,0.03678781
0.5997352,-14.80028534,0.03678736
0.69973522,-14.80028534,0.03680075
0.79973525,-14.80028534,0.03682058
0.89973527,-14.80028534,0.03675975
0.9997353,-14.80028534,0.03671682
1.09973526,-14.80028534,0.03669061
1.19973528,-14.80028534,0.03666995
1.29973531,-14.80028534,0.03665485
1.39973533,-14.80028534,0.03664532
1.49973536,-14.80028534,0.03664136
1.59973538,-14.80028534,0.03659198
1.6997354,-14.80028534,0.03649269
1.79973543,-14.80028534,0.03639943
1.89973545,-14.80028534,0.03631224
1.99973547,-14.80028534,0.03623118
2.0997355,-14.80028534,0.03615627
2.1997354,-14.80028534,0.03609947
2.29973531,-14.80028534,0.03605045
2.39973521,-14.80028534,0.0359672
2.49973512,-14.80028534,0.03584772
2.59973502,-14.80028534,0.03573321
2.69973493,-14.80028534,0.03562373
2.79973483,-14.80028534,0.03551931
2.89973474,-14.80028534,0.03542698
2.99973464,-14.80028534,0.03534666
3.09973454,-14.80028534,0.03527218
3.19973445,-14.80028534,0.03516811
3.29973435,-14.80028534,0.03504844
3.39973426,-14.80028534,0.03495316
3.49973416,-14.80028534,0.034863
3.59973407,-14.80028534,0.034778
3.69973397,-14.80028534,0.0346982
3.79973388,-14.80028534,0.03462363
3.89973378,-14.80028534,0.03455433
3.99973369,-14.80028534,0.03448091
4.09973383,-14.80028534,0.03431432
4.19973373,-14.80028534,0.03415273
4.29973364,-14.80028534,0.03399621
4.39973354,-14.80028534,0.03384484
4.49973345,-14.80028534,0.03369869
4.59973335,-14.80028534,0.03356013
4.69973326,-14.80028534,0.03345706
4.79973316,-14.80028534,0.03335803
4.89973307,-14.80028534,0.0332631
4.99973297,-14.80028534,0.03312692
5.09973288,-14.80028534,0.03296002
5.19973278,-14.80028534,0.03279671
5.29973269,-14.80028534,0.03263707
5.39973259,-14.80028534,0.03248113
5.49973249,-14.80028534,0.03232895
5.5997324,-14.80028534,0.03218058
5.6997323,-14.80028534,0.03203863
5.79973221,-14.80028534,0.03190755
5.89973211,-14.80028534,0.03176521
5.99973202,-14.80028534,0.03152529
6.09973192,-14.80028534,0.03136168
6.19973183,-14.80028534,0.03120157
6.29973173,-14.80028534,0.03104501
6.39973164,-14.80028534,0.03089206
6.49973154,-14.80028534,0.03074277
6.59973145,-14.80028534,0.0305972
6.69973135,-14.80028534,0.03045539
6.79973125,-14.80028534,0.03031741
6.89973116,-14.80028534,0.03018329
6.99973106,-14.80028534,0.03000003
7.09973097,-14.80028534,0.02979703
7.19973087,-14.80028534,0.02959712
7.29973078,-14.80028534,0.02940035
7.39973068,-14.80028534,0.02920679
7.49973059,-14.80028534,0.02901651
7.59973049,-14.80028534,0.02886471
7.6997304,-14.80028534,0.02873401
7.7997303,-14.80028534,0.02860652
7.89973021,-14.80028534,0.02848228
7.99973011,-14.80028534,0.02833276
8.09973049,-14.80028534,0.02815429
8.19973087,-14.80028534,0.02797789
8.29973125,-14.80028534,0.02780363
8.39973164,-14.80028534,0.02763153
8.49973202,-14.80028534,0.02746164
8.5997324,-14.80028534,0.027294
8.69973278,-14.80028534,0.02712116
8.79973316,-14.80028534,0.02695086
8.89973354,-14.80028534,0.02678327
8.99973392,-14.80028534,0.02657892
9.09973431,-14.80028534,0.02637446
9.19973469,-14.80028534,0.02620929
9.29973507,-14.80028534,0.02604647
9.39973545,-14.80028534,0.02588572
9.49973583,-14.80028534,0.02572707
9.59973621,-14.80028534,0.02557057
9.6997366,-14.80028534,0.02541624
9.79973698,-14.80028534,0.02526414
9.89973736,-14.80028534,0.02510236
9.99973774,-14.80028534,0.02492207
10.09973812,-14.80028534,0.02474332
10.1997385,-14.80028534,0.02456613
10.29973888,-14.80028534,0.02439054
10.39973927,-14.80028534,0.02421659
10.49973965,-14.80028534,0.02404431
10.59974003,-14.80028534,0.02387374
10.69974041,-14.80028534,0.02370491
10.79974079,-14.80028534,0.02353785
10.89974117,-14.80028534,0.0233758
10.99974155,-14.80028534,0.02324846
11.09974194,-14.80028534,0.0231066
11.19974232,-14.80028534,0.02296229
11.2997427,-14.80028534,0.02281313
11.39974308,-14.80028534,0.02266532
11.49974346,-14.80028534,0.02251888
11.59974384,-14.80028534,0.02237386
11.69974422,-14.80028534,0.02223027
11.79974461,-14.80028534,0.02208814
11.89974499,-14.80028534,0.0219475
11.99974537,-14.80028534,0.02180839
12.09974575,-14.80028534,0.02166362
12.19974613,-14.80028534,0.02150059
12.29974651,-14.80028534,0.02133843
12.39974689,-14.80028534,0.02117719
12.49974728,-14.80028534,0.02101686
12.59974766,-14.80028534,0.02085749
12.69974804,-14.80028534,0.02069908
12.79974842,-14.80028534,0.02054166
12.8997488,-14.80028534,0.02038525
12.99974918,-14.80028534,0.02022989
13.09974957,-14.80028534,0.02010225
13.19974995,-14.80028534,0.01998001
13.29975033,-14.80028534,0.0198594
13.39975071,-14.80028534,0.01974043
13.49975109,-14.80028534,0.01962315
13.59975147,-14.80028534,0.01950098
13.69975185,-14.80028534,0.01934583
13.79975224,-14.80028534,0.01919118
13.89975262,-14.80028534,0.01903706
13.999753,-14.80028534,0.01888347
14.09975338,-14.80028534,0.01873044
14.19975376,-14.80028534,0.01857796
14.29975414,-14.80028534,0.01842062
14.39975452,-14.80028534,0.01824472
14.49975491,-14.80028534,0.01806963
14.59975529,-14.80028534,0.01790543
14.69975567,-14.80028534,0.01776076
14.79975605,-14.80028534,0.01763262
14.89975643,-14.80028534,0.01750797
14.99975681,-14.80028534,0.01738393
-14.90028572,-14.70028496,0.01755209
-14.80028534,-14.70028496,0.01767849
-14.70028496,-14.70028496,0.01780571
-14.60028458,-14.70028496,0.01793374
-14.50028419,-14.70028496,0.01806257
-14.40028381,-14.70028496,0.01819218
-14.30028343,-14.70028496,0.01832255
-14.20028305,-14.70028496,0.01845367
-14.10028267,-14.70028496,0.01858551
-14.00028229,-14.70028496,0.01871807
-13.90028191,-14.70028496,0.01885133
-13.80028152,-14.70028496,0.01900602
-13.70028114,-14.70028496,0.0191728
-13.60028076,-14.70028496,0.01934019
-13.50028038,-14.70028496,0.01949395
-13.40028,-14.70028496,0.01964267
-13.30027962,-14.70028496,0.01979261
-13.20027924,-14.70028496,0.01994372
-13.10027885,-14.70028496,0.020096
-13.00027847,-14.70028496,0.0202494
-12.90027809,-14.70028496,0.02040391
-12.80027771,-14.70028496,0.02055949
-12.70027733,-14.70028496,0.02070887
-12.60027695,-14.70028496,0.02085728
-12.50027657,-14.70028496,0.02100658
-12.40027618,-14.70028496,0.02115673
-12.3002758,-14.70028496,0.02130773
-12.20027542,-14.70028496,0.02144177
-12.10027504,-14.70028496,0.02158299
-12.00027466,-14.70028496,0.021746
-11.90027428,-14.70028496,0.02191029
-11.8002739,-14.70028496,0.02207584
-11.70027351,-14.70028496,0.02224262
-11.60027313,-14.70028496,0.02241059
-11.50027275,-14.70028496,0.02257974
-11.40027237,-14.70028496,0.02275003
-11.30027199,-14.70028496,0.02289359
-11.20027161,-14.70028496,0.02303465
-11.10027122,-14.70028496,0.02317735
-11.00027084,-14.70028496,0.02332166
-10.90027046,-14.70028496,0.02348753
-10.80027008,-14.70028496,0.02367929
-10.7002697,-14.70028496,0.02387276
-10.60026932,-14.70028496,0.02406793
-10.50026894,-14.70028496,0.02426473
-10.40026855,-14.70028496,0.02445461
-10.30026817,-14.70028496,0.02459653
-10.20026779,-14.70028496,0.02474061
-10.10026741,-14.70028496,0.02488682
-10.00026703,-14.70028496,0.02503512
-9.90026665,-14.70028496,0.02518548
-9.80026627,-14.70028496,0.02533786
-9.70026588,-14.70028496,0.02552931
-9.6002655,-14.70028496,0.02572628
-9.50026512,-14.70028496,0.02589544
-9.40026474,-14.70028496,0.02606068
-9.30026436,-14.70028496,0.026228
-9.20026398,-14.70028496,0.02639736
-9.1002636,-14.70028496,0.02656872
-9.00026321,-14.70028496,0.02674204
-8.90026283,-14.70028496,0.02691729
-8.80026245,-14.70028496,0.02711837
-8.70026207,-14.70028496,0.02733427
-8.60026169,-14.70028496,0.02754834
-8.50026131,-14.70028496,0.02770324
-8.40026093,-14.70028496,0.02786103
-8.30026054,-14.70028496,0.02802167
-8.20026016,-14.70028496,0.0281851
-8.10025978,-14.70028496,0.02835128
-8.0002594,-14.70028496,0.02852017
-7.90025949,-14.70028496,0.0286917
-7.80025959,-14.70028496,0.02886584
-7.70025969,-14.70028496,0.02906295
-7.60025978,-14.70028496,0.02929273
-7.50025988,-14.70028496,0.02945252
-7.40025997,-14.70028496,0.02961385
-7.30026007,-14.70028496,0.02977872
-7.20026016,-14.70028496,0.02994705
-7.10026026,-14.70028496,0.03011881
-7.00026035,-14.70028496,0.03029439
-6.90026045,-14.70028496,0.03047658
-6.80026054,-14.70028496,0.03066167
-6.70026064,-14.70028496,0.03084961
-6.60026073,-14.70028496,0.03098208
-6.50026083,-14.70028496,0.03112434
-6.40026093,-14.70028496,0.03128366
-6.30026102,-14.70028496,0.03144684
-6.20026112,-14.70028496,0.03161379
-6.10026121,-14.70028496,0.03178448
-6.00026131,-14.70028496,0.03195884
-5.9002614,-14.70028496,0.0321368
-5.8002615,-14.70028496,0.03229999
-5.70026159,-14.70028496,0.03241662
-5.60026169,-14.70028496,0.03253735
-5.50026178,-14.70028496,0.03266215
-5.40026188,-14.70028496,0.03279095
-5.30026197,-14.70028496,0.03294956
-5.20026207,-14.70028496,0.03313339
-5.10026217,-14.70028496,0.0333218
-5.00026226,-14.70028496,0.03347202
-4.90026236,-14.70028496,0.03359981
-4.80026245,-14.70028496,0.03373265
-4.70026255,-14.70028496,0.03387047
-4.60026264,-14.70028496,0.03401254
-4.50026274,-14.70028496,0.03415865
-4.40026283,-14.70028496,0.03430883
-4.30026293,-14.70028496,0.03441099
-4.20026302,-14.70028496,0.03448036
-4.10026312,-14.70028496,0.03455501
-4.00026321,-14.70028496,0.03463494
-3.90026331,-14.70028496,0.03475222
-3.8002634,-14.70028496,0.0348818
-3.7002635,-14.70028496,0.03501686
-3.6002636,-14.70028496,0.03512568
