x,y,z
-9.90026665,-12.50027657,0.03085465
-9.80026627,-12.50027657,0.03110397
-9.70026588,-12.50027657,0.03135617
-9.6002655,-12.50027657,0.03161119
-9.50026512,-12.50027657,0.03186894
-9.40026474,-12.50027657,0.03211838
-9.30026436,-12.50027657,0.03232682
-9.20026398,-12.50027657,0.03256618
-9.1002636,-12.50027657,0.03283175
-9.00026321,-12.50027657,0.03310095
-8.90026283,-12.50027657,0.03337371
-8.80026245,-12.50027657,0.03364992
-8.70026207,-12.50027657,0.03392951
-8.60026169,-12.50027657,0.03418969
-8.50026131,-12.50027657,0.03442211
-8.40026093,-12.50027657,0.03465847
-8.30026054,-12.50027657,0.03489994
-8.20026016,-12.50027657,0.03519594
-8.10025978,-12.50027657,0.03549667
-8.0002594,-12.50027657,0.03580199
-7.90025949,-12.50027657,0.0361118
-7.80025959,-12.50027657,0.03642598
-7.70025969,-12.50027657,0.03668756
-7.60025978,-12.50027657,0.03690907
-7.50025988,-12.50027657,0.03713514
-7.40025997,-12.50027657,0.03736568
-7.30026007,-12.50027657,0.03760628
-7.20026016,-12.50027657,0.03792068
-7.10026026,-12.50027657,0.03824032
-7.00026035,-12.50027657,0.03856509
-6.90026045,-12.50027657,0.03889437
-6.80026054,-12.50027657,0.03914311
-6.70026064,-12.50027657,0.03939812
-6.60026073,-12.50027657,0.03965929
-6.50026083,-12.50027657,0.0399265
-6.40026093,-12.50027657,0.04019962
-6.30026102,-12.50027657,0.04050892
-6.20026112,-12.50027657,0.04085698
-6.10026121,-12.50027657,0.04121113
-6.00026131,-12.50027657,0.04147409
-5.9002614,-12.50027657,0.04170313
-5.8002615,-12.50027657,0.04193833
-5.70026159,-12.50027657,0.04217957
-5.60026169,-12.50027657,0.04242675
-5.50026178,-12.50027657,0.04267978
-5.40026188,-12.50027657,0.04295383
-5.30026197,-12.50027657,0.04330307
-5.20026207,-12.50027657,0.04357552
-5.10026217,-12.50027657,0.04378435
-5.00026226,-12.50027657,0.04394531
-4.90026236,-12.50027657,0.04411607
-4.80026245,-12.50027657,0.0442965
-4.70026255,-12.50027657,0.04448649
-4.60026264,-12.50027657,0.04468592
-4.50026274,-12.50027657,0.04489627
-4.40026283,-12.50027657,0.04514815
-4.30026293,-12.50027657,0.04535412
-4.20026302,-12.50027657,0.04556863
-4.10026312,-12.50027657,0.04579156
-4.00026321,-12.50027657,0.04602279
-3.90026331,-12.50027657,0.04626218
-3.8002634,-12.50027657,0.04650963
-3.7002635,-12.50027657,0.04672848
-3.6002636,-12.50027657,0.04688666
-3.50026369,-12.50027657,0.04705433
-3.40026379,-12.50027657,0.04723138
-3.30026388,-12.50027657,0.0474177
-3.20026398,-12.50027657,0.04761319
-3.10026407,-12.50027657,0.04781774
-3.00026417,-12.50027657,0.04801678
-2.90026426,-12.50027657,0.04819893
-2.80026436,-12.50027657,0.04839027
-2.70026445,-12.50027657,0.04859068
-2.60026455,-12.50027657,0.04880006
-2.50026464,-12.50027657,0.04896222
-2.40026474,-12.50027657,0.04899963
-2.30026484,-12.50027657,0.04904816
-2.20026493,-12.50027657,0.04910777
-2.10026503,-12.50027657,0.04917843
-2.00026512,-12.50027657,0.04929076
-1.9002651,-12.50027657,0.04942053
-1.80026507,-12.50027657,0.04956085
-1.70026505,-12.50027657,0.04971164
-1.60026503,-12.50027657,0.04988419
-1.500265,-12.50027657,0.04999061
-1.40026498,-12.50027657,0.0500216
-1.30026495,-12.50027657,0.05006478
-1.20026493,-12.50027657,0.0501201
-1.10026491,-12.50027657,0.05018754
-1.00026488,-12.50027657,0.05026703
-0.90026486,-12.50027657,0.05032172
-0.80026484,-12.50027657,0.05035445
-0.70026481,-12.50027657,0.05039724
-0.60026479,-12.50027657,0.05045008
-0.50026476,-12.50027657,0.05054675
-0.40026477,-12.50027657,0.05066475
-0.30026478,-12.50027657,0.05079579
-0.20026478,-12.50027657,0.05084309
-0.10026478,-12.50027657,0.05081031
-0.00026478,-12.50027657,0.05078849
0.09973522,-12.50027657,0.05070627
0.19973522,-12.50027657,0.05063453
0.29973522,-12.50027657,0.05057334
0.39973521,-12.50027657,0.05052273
0.49973521,-12.50027657,0.05048274
0.5997352,-12.50027657,0.05043052
0.69973522,-12.50027657,0.0503359
0.79973525,-12.50027657,0.05023815
0.89973527,-12.50027657,0.05019126
0.9997353,-12.50027657,0.0501546
1.09973526,-12.50027657,0.05012821
1.19973528,-12.50027657,0.05011211
1.29973531,-12.50027657,0.05005269
1.39973533,-12.50027657,0.05000073
1.49973536,-12.50027657,0.049961
1.59973538,-12.50027657,0.04993353
1.6997354,-12.50027657,0.04987245
1.79973543,-12.50027657,0.04981576
1.89973545,-12.50027657,0.04973232
1.99973547,-12.50027657,0.04961394
2.0997355,-12.50027657,0.0495072
2.1997354,-12.50027657,0.04941217
2.29973531,-12.50027657,0.04932892
2.39973521,-12.50027657,0.04923465
2.49973512,-12.50027657,0.04905955
2.59973502,-12.50027657,0.04889482
2.69973493,-12.50027657,0.04874054
2.79973483,-12.50027657,0.04859682
2.89973474,-12.50027657,0.04846377
2.99973464,-12.50027657,0.04833546
3.09973454,-12.50027657,0.04818765
3.19973445,-12.50027657,0.04797841
3.29973435,-12.50027657,0.04771254
3.39973426,-12.50027657,0.04744785
3.49973416,-12.50027657,0.0471906
3.59973407,-12.50027657,0.04695944
3.69973397,-12.50027657,0.04676588
3.79973388,-12.50027657,0.04667231
3.89973378,-12.50027657,0.04659965
3.99973369,-12.50027657,0.04653642
4.09973383,-12.50027657,0.04633392
4.19973373,-12.50027657,0.04601596
4.29973364,-12.50027657,0.04570588
4.39973354,-12.50027657,0.04540384
4.49973345,-12.50027657,0.04511
4.59973335,-12.50027657,0.04483534
4.69973326,-12.50027657,0.04456102
4.79973316,-12.50027657,0.0442901
4.89973307,-12.50027657,0.0440807
4.99973297,-12.50027657,0.04387913
5.09973288,-12.50027657,0.04368551
5.19973278,-12.50027657,0.04349993
5.29973269,-12.50027657,0.04327216
5.39973259,-12.50027657,0.04299531
5.49973249,-12.50027657,0.0427255
5.5997324,-12.50027657,0.04246286
5.6997323,-12.50027657,0.04223403
5.79973221,-12.50027657,0.04204387
5.89973211,-12.50027657,0.04178667
5.99973202,-12.50027657,0.04152344
6.09973192,-12.50027657,0.04126478
6.19973183,-12.50027657,0.04101228
6.29973173,-12.50027657,0.04076684
6.39973164,-12.50027657,0.04052858
6.49973154,-12.50027657,0.0402904
6.59973145,-12.50027657,0.03995829
6.69973135,-12.50027657,0.03963166
6.79973125,-12.50027657,0.03931064
6.89973116,-12.50027657,0.0390446
6.99973106,-12.50027657,0.03879317
7.09973097,-12.50027657,0.03854706
7.19973087,-12.50027657,0.03830637
7.29973078,-12.50027657,0.03804199
7.39973068,-12.50027657,0.03772724
7.49973059,-12.50027657,0.03741705
7.59973049,-12.50027657,0.03711155
7.6997304,-12.50027657,0.03681084
7.7997303,-12.50027657,0.03651505
7.89973021,-12.50027657,0.03622429
7.99973011,-12.50027657,0.03593685
8.09973049,-12.50027657,0.03562761
8.19973087,-12.50027657,0.03535922
8.29973125,-12.50027657,0.03510024
8.39973164,-12.50027657,0.03484493
8.49973202,-12.50027657,0.03459337
8.5997324,-12.50027657,0.03434564
8.69973278,-12.50027657,0.03410182
8.79973316,-12.50027657,0.033862
8.89973354,-12.50027657,0.03362627
8.99973392,-12.50027657,0.03334794
9.09973431,-12.50027657,0.03305601
9.19973469,-12.50027657,0.03276693
9.29973507,-12.50027657,0.03248079
9.39973545,-12.50027657,0.03219765
9.49973583,-12.50027657,0.03191761
9.59973621,-12.50027657,0.03164073
9.6997366,-12.50027657,0.03141043
9.79973698,-12.50027657,0.03119165
9.89973736,-12.50027657,0.03097631
9.99973774,-12.50027657,0.03076009
10.09973812,-12.50027657,0.03054315
10.1997385,-12.50027657,0.0303281
10.29973888,-12.50027657,0.03006682
10.39973927,-12.50027657,0.02979603
10.49973965,-12.50027657,0.0295275
10.59974003,-12.50027657,0.02926131
10.69974041,-12.50027657,0.02899751
10.79974079,-12.50027657,0.02873618
10.89974117,-12.50027657,0.02847737
10.99974155,-12.50027657,0.02822116
11.09974194,-12.50027657,0.02798492
11.19974232,-12.50027657,0.02775539
11.2997427,-12.50027657,0.02752747
11.39974308,-12.50027657,0.02730122
11.49974346,-12.50027657,0.02707666
11.59974384,-12.50027657,0.02685384
11.69974422,-12.50027657,0.02663282
11.79974461,-12.50027657,0.0263817
11.89974499,-12.50027657,0.02613101
11.99974537,-12.50027657,0.02588244
12.09974575,-12.50027657,0.02566283
12.19974613,-12.50027657,0.02544996
12.29974651,-12.50027657,0.02523831
12.39974689,-12.50027657,0.02502792
12.49974728,-12.50027657,0.02481882
12.59974766,-12.50027657,0.02461105
12.69974804,-12.50027657,0.02441444
12.79974842,-12.50027657,0.02421957
12.8997488,-12.50027657,0.02402647
12.99974918,-12.50027657,0.02384104
13.09974957,-12.50027657,0.02370299
13.19974995,-12.50027657,0.02354189
13.29975033,-12.50027657,0.02334494
13.39975071,-12.50027657,0.02314904
13.49975109,-12.50027657,0.0229542
13.59975147,-12.50027657,0.02276047
13.69975185,-12.50027657,0.02256786
13.79975224,-12.50027657,0.02237641
13.89975262,-12.50027657,0.02218615
13.999753,-12.50027657,0.02199319
14.09975338,-12.50027657,0.02179115
14.19975376,-12.50027657,0.02158982
14.29975414,-12.50027657,0.02138922
14.39975452,-12.50027657,0.02118936
14.49975491,-12.50027657,0.02099027
14.59975529,-12.50027657,0.02077995
14.69975567,-12.50027657,0.02055699
14.79975605,-12.50027657,0.02033489
14.89975643,-12.50027657,0.02011915
14.99975681,-12.50027657,0.01993672
-14.90028572,-12.40027618,0.02022822
-14.80028534,-12.40027618,0.02038634
-14.70028496,-12.40027618,0.0205452
-14.60028458,-12.40027618,0.02070477
-14.50028419,-12.40027618,0.02087112
-14.40028381,-12.40027618,0.02104493
-14.30028343,-12.40027618,0.02123005
-14.20028305,-12.40027618,0.02142082
-14.10028267,-12.40027618,0.02161289
-14.00028229,-12.40027618,0.02180622
-13.90028191,-12.40027618,0.02200077
-13.80028152,-12.40027618,0.02219652
-13.70028114,-12.40027618,0.02239343
-13.60028076,-12.40027618,0.02259147
-13.50028038,-12.40027618,0.02279062
-13.40028,-12.40027618,0.02299084
-13.30027962,-12.40027618,0.02318636
-13.20027924,-12.40027618,0.02338584
-13.10027885,-12.40027618,0.0235866
-13.00027847,-12.40027618,0.02378857
-12.90027809,-12.40027618,0.02399172
-12.80027771,-12.40027618,0.02419602
-12.70027733,-12.40027618,0.02440144
-12.60027695,-12.40027618,0.02460796
-12.50027657,-12.40027618,0.02481554
-12.40027618,-12.40027618,0.02502417
-12.3002758,-12.40027618,0.0252338
-12.20027542,-12.40027618,0.02544443
-12.10027504,-12.40027618,0.02565134
-12.00027466,-12.40027618,0.02585806
-11.90027428,-12.40027618,0.02606695
-11.8002739,-12.40027618,0.02627796
-11.70027351,-12.40027618,0.02649103
-11.60027313,-12.40027618,0.02670612
-11.50027275,-12.40027618,0.02695332
-11.40027237,-12.40027618,0.02721689
-11.30027199,-12.40027618,0.02748214
-11.20027161,-12.40027618,0.02774902
-11.10027122,-12.40027618,0.02801945
-11.00027084,-12.40027618,0.02829641
-10.90027046,-12.40027618,0.0285761
-10.80027008,-12.40027618,0.02883098
-10.7002697,-12.40027618,0.02908127
-10.60026932,-12.40027618,0.02933373
-10.50026894,-12.40027618,0.02958831
-10.40026855,-12.40027618,0.02984494
-10.30026817,-12.40027618,0.03010357
-10.20026779,-12.40027618,0.03036416
-10.10026741,-12.40027618,0.03062665
-10.00026703,-12.40027618,0.03087831
-9.90026665,-12.40027618,0.03112223
-9.80026627,-12.40027618,0.03136911
-9.70026588,-12.40027618,0.03161887
-9.6002655,-12.40027618,0.03187146
-9.50026512,-12.40027618,0.03212681
-9.40026474,-12.40027618,0.03238485
-9.30026436,-12.40027618,0.03264135
-9.20026398,-12.40027618,0.03290056
-9.1002636,-12.40027618,0.03316351
-9.00026321,-12.40027618,0.0334301
-8.90026283,-12.40027618,0.03370024
-8.80026245,-12.40027618,0.03397386
-8.70026207,-12.40027618,0.03425086
-8.60026169,-12.40027618,0.03453116
-8.50026131,-12.40027618,0.03476524
-8.40026093,-12.40027618,0.03499926
-8.30026054,-12.40027618,0.0352875
-8.20026016,-12.40027618,0.03558057
-8.10025978,-12.40027618,0.03587836
-8.0002594,-12.40027618,0.03618075
-7.90025949,-12.40027618,0.03648763
-7.80025959,-12.40027618,0.03679889
-7.70025969,-12.40027618,0.03709534
-7.60025978,-12.40027618,0.03731367
-7.50025988,-12.40027618,0.03753655
-7.40025997,-12.40027618,0.03777538
-7.30026007,-12.40027618,0.03808143
-7.20026016,-12.40027618,0.03839285
-7.10026026,-12.40027618,0.0387095
-7.00026035,-12.40027618,0.03903126
-6.90026045,-12.40027618,0.03935799
-6.80026054,-12.40027618,0.03962284
-6.70026064,-12.40027618,0.03987416
-6.60026073,-12.40027618,0.04013161
-6.50026083,-12.40027618,0.04039507
-6.40026093,-12.40027618,0.04070349
-6.30026102,-12.40027618,0.04104168
-6.20026112,-12.40027618,0.0413861
-6.10026121,-12.40027618,0.0417366
-6.00026131,-12.40027618,0.0420086
-5.9002614,-12.40027618,0.04223379
-5.8002615,-12.40027618,0.04246509
-5.70026159,-12.40027618,0.0427024
-5.60026169,-12.40027618,0.04294563
-5.50026178,-12.40027618,0.04321819
-5.40026188,-12.40027618,0.04355628
-5.30026197,-12.40027618,0.04390205
-5.20026207,-12.40027618,0.04415863
-5.10026217,-12.40027618,0.04440799
-5.00026226,-12.40027618,0.04460255
-4.90026236,-12.40027618,0.04476881
-4.80026245,-12.40027618,0.04494465
-4.70026255,-12.40027618,0.04512994
-4.60026264,-12.40027618,0.04532458
-4.50026274,-12.40027618,0.04555623
-4.40026283,-12.40027618,0.04583133
-4.30026293,-12.40027618,0.04605434
-4.20026302,-12.40027618,0.0462648
-4.10026312,-12.40027618,0.04648359
-4.00026321,-12.40027618,0.0467106
-3.90026331,-12.40027618,0.04694569
-3.8002634,-12.40027618,0.04719694
-3.7002635,-12.40027618,0.04743679
-3.6002636,-12.40027618,0.04762029
-3.50026369,-12.40027618,0.04779749
-3.40026379,-12.40027618,0.04797308
-3.30026388,-12.40027618,0.04815781
-3.20026398,-12.40027618,0.04835158
-3.10026407,-12.40027618,0.04855428
-3.00026417,-12.40027618,0.04875441
-2.90026426,-12.40027618,0.0489344
-2.80026436,-12.40027618,0.04912347
-2.70026445,-12.40027618,0.04932149
-2.60026455,-12.40027618,0.04950668
-2.50026464,-12.40027618,0.04967419
-2.40026474,-12.40027618,0.04977955
-2.30026484,-12.40027618,0.04982655
-2.20026493,-12.40027618,0.04988447
-2.10026503,-12.40027618,0.04995506
-2.00026512,-12.40027618,0.05007216
-1.9002651,-12.40027618,0.05019974
-1.80026507,-12.40027618,0.05033772
-1.70026505,-12.40027618,0.05048603
-1.60026503,-12.40027618,0.05065228
-1.500265,-12.40027618,0.05077735
-1.40026498,-12.40027618,0.05078126
-1.30026495,-12.40027618,0.05080915
-1.20026493,-12.40027618,0.05086411
-1.10026491,-12.40027618,0.050931
-1.00026488,-12.40027618,0.05100978
-0.90026486,-12.40027618,0.05108038
-0.80026484,-12.40027618,0.05111236
-0.70026481,-12.40027618,0.05115426
-0.60026479,-12.40027618,0.05124551
-0.50026476,-12.40027618,0.05135096
-0.40026477,-12.40027618,0.05146935
-0.30026478,-12.40027618,0.05160059
-0.20026478,-12.40027618,0.05163278
-0.10026478,-12.40027618,0.05159979
-0.00026478,-12.40027618,0.05157958
0.09973522,-12.40027618,0.05155081
0.19973522,-12.40027618,0.05147924
0.29973522,-12.40027618,0.05141804
0.39973521,-12.40027618,0.05136725
0.49973521,-12.40027618,0.05129848
0.5997352,-12.40027618,0.0512348
0.69973522,-12.40027618,0.05115221
0.79973525,-12.40027618,0.05104171
0.89973527,-12.40027618,0.05094315
0.9997353,-12.40027618,0.05087756
1.09973526,-12.40027618,0.0508526
1.19973528,-12.40027618,0.05082926
1.29973531,-12.40027618,0.05076657
1.39973533,-12.40027618,0.0507159
1.49973536,-12.40027618,0.05067728
1.59973538,-12.40027618,0.05065075
1.6997354,-12.40027618,0.05063431
1.79973543,-12.40027618,0.05057767
1.89973545,-12.40027618,0.05045014
1.99973547,-12.40027618,0.05033401
2.0997355,-12.40027618,0.05022936
2.1997354,-12.40027618,0.05013627
2.29973531,-12.40027618,0.0500548
2.39973521,-12.40027618,0.049985
2.49973512,-12.40027618,0.04981985
2.59973502,-12.40027618,0.04965652
2.69973493,-12.40027618,0.0495035
2.79973483,-12.40027618,0.04936089
2.89973474,-12.40027618,0.04919102
2.99973464,-12.40027618,0.0490331
3.09973454,-12.40027618,0.04888731
3.19973445,-12.40027618,0.04866111
3.29973435,-12.40027618,0.04841531
3.39973426,-12.40027618,0.04815512
3.49973416,-12.40027618,0.04790092
3.59973407,-12.40027618,0.04765421
3.69973397,-12.40027618,0.04742587
3.79973388,-12.40027618,0.04725281
3.89973378,-12.40027618,0.04715674
3.99973369,-12.40027618,0.04709591
4.09973383,-12.40027618,0.04695313
4.19973373,-12.40027618,0.04663733
4.29973364,-12.40027618,0.04632934
4.39973354,-12.40027618,0.0460365
4.49973345,-12.40027618,0.04576343
4.59973335,-12.40027618,0.04550057
4.69973326,-12.40027618,0.04522454
4.79973316,-12.40027618,0.04492161
4.89973307,-12.40027618,0.04464806
4.99973297,-12.40027618,0.04445024
5.09973288,-12.40027618,0.04426029
5.19973278,-12.40027618,0.04407831
5.29973269,-12.40027618,0.04383842
5.39973259,-12.40027618,0.04356464
5.49973249,-12.40027618,0.04329785
5.5997324,-12.40027618,0.04303817
5.6997323,-12.40027618,0.04278574
5.79973221,-12.40027618,0.04254067
5.89973211,-12.40027618,0.04227586
5.99973202,-12.40027618,0.04201366
6.09973192,-12.40027618,0.04175824
6.19973183,-12.40027618,0.04150971
6.29973173,-12.40027618,0.0412682
6.39973164,-12.40027618,0.04103383
6.49973154,-12.40027618,0.04079403
6.59973145,-12.40027618,0.04046511
6.69973135,-12.40027618,0.04014165
6.79973125,-12.40027618,0.03982377
6.89973116,-12.40027618,0.03951162
6.99973106,-12.40027618,0.03922607
7.09973097,-12.40027618,0.03898334
7.19973087,-12.40027618,0.03874602
7.29973078,-12.40027618,0.03848588
7.39973068,-12.40027618,0.0381741
7.49973059,-12.40027618,0.03786688
7.59973049,-12.40027618,0.03756434
7.6997304,-12.40027618,0.03726658
7.7997303,-12.40027618,0.03696567
7.89973021,-12.40027618,0.03666109
7.99973011,-12.40027618,0.0363624
8.09973049,-12.40027618,0.03605613
8.19973087,-12.40027618,0.03573386
8.29973125,-12.40027618,0.03544078
8.39973164,-12.40027618,0.03518855
8.49973202,-12.40027618,0.03494008
8.5997324,-12.40027618,0.03469544
8.69973278,-12.40027618,0.03445472
8.79973316,-12.40027618,0.03421801
8.89973354,-12.40027618,0.03398537
8.99973392,-12.40027618,0.03370221
9.09973431,-12.40027618,0.03341272
9.19973469,-12.40027618,0.0331261
9.29973507,-12.40027618,0.03284242
9.39973545,-12.40027618,0.03256176
9.49973583,-12.40027618,0.0322842
9.59973621,-12.40027618,0.03200982
9.6997366,-12.40027618,0.03173869
9.79973698,-12.40027618,0.03148369
9.89973736,-12.40027618,0.03127085
9.99973774,-12.40027618,0.03105692
10.09973812,-12.40027618,0.03083411
10.1997385,-12.40027618,0.03056104
10.29973888,-12.40027618,0.03029013
10.39973927,-12.40027618,0.03002145
10.49973965,-12.40027618,0.02975506
10.59974003,-12.40027618,0.02949103
10.69974041,-12.40027618,0.0292294
10.79974079,-12.40027618,0.02897027
10.89974117,-12.40027618,0.02871368
10.99974155,-12.40027618,0.0284597
11.09974194,-12.40027618,0.02822142
11.19974232,-12.40027618,0.02799371
11.2997427,-12.40027618,0.02776762
11.39974308,-12.40027618,0.02754321
11.49974346,-12.40027618,0.02732052
11.59974384,-12.40027618,0.02709202
11.69974422,-12.40027618,0.02683934
11.79974461,-12.40027618,0.0265887
11.89974499,-12.40027618,0.02634015
11.99974537,-12.40027618,0.02609376
12.09974575,-12.40027618,0.025872
12.19974613,-12.40027618,0.0256608
12.29974651,-12.40027618,0.02545085
12.39974689,-12.40027618,0.02524216
12.49974728,-12.40027618,0.02503479
12.59974766,-12.40027618,0.02482874
12.69974804,-12.40027618,0.02462407
12.79974842,-12.40027618,0.02442081
12.8997488,-12.40027618,0.02422182
12.99974918,-12.40027618,0.02403205
13.09974957,-12.40027618,0.02386925
13.19974995,-12.40027618,0.02367253
13.29975033,-12.40027618,0.02347686
13.39975071,-12.40027618,0.02328224
13.49975109,-12.40027618,0.02308871
13.59975147,-12.40027618,0.0228963
13.69975185,-12.40027618,0.02270503
13.79975224,-12.40027618,0.02251492
13.89975262,-12.40027618,0.02232603
13.999753,-12.40027618,0.02213676
14.09975338,-12.40027618,0.0219358
14.19975376,-12.40027618,0.02173557
14.29975414,-12.40027618,0.02153608
14.39975452,-12.40027618,0.02133735
14.49975491,-12.40027618,0.02113022
14.59975529,-12.40027618,0.02090761
14.69975567,-12.40027618,0.02068586
14.79975605,-12.40027618,0.02046497
14.89975643,-12.40027618,0.020245
14.99975681,-12.40027618,0.02006158
-14.90028572,-12.3002758,0.02036288
-14.80028534,-12.3002758,0.02051992
-14.70028496,-12.3002758,0.02067771
-14.60028458,-12.3002758,0.02084021
-14.50028419,-12.3002758,0.0210125
-14.40028381,-12.3002758,0.02118534
-14.30028343,-12.3002758,0.02136572
-14.20028305,-12.3002758,0.02155485
-14.10028267,-12.3002758,0.02174529
-14.00028229,-12.3002758,0.02193702
-13.90028191,-12.3002758,0.02212999
-13.80028152,-12.3002758,0.02232417
-13.70028114,-12.3002758,0.02251954
-13.60028076,-12.3002758,0.02271606
-13.50028038,-12.3002758,0.0229137
-13.40028,-12.3002758,0.02311244
-13.30027962,-12.3002758,0.02332229
-13.20027924,-12.3002758,0.02355084
-13.10027885,-12.3002758,0.02374649
-13.00027847,-12.3002758,0.02394344
-12.90027809,-12.3002758,0.02414167
-12.80027771,-12.3002758,0.02434115
-12.70027733,-12.3002758,0.02454421
-12.60027695,-12.3002758,0.02474932
-12.50027657,-12.3002758,0.02495551
-12.40027618,-12.3002758,0.02516275
-12.3002758,-12.3002758,0.02537103
-12.20027542,-12.3002758,0.02558031
-12.10027504,-12.3002758,0.02578582
-12.00027466,-12.3002758,0.02599049
-11.90027428,-12.3002758,0.02619734
-11.8002739,-12.3002758,0.02643462
-11.70027351,-12.3002758,0.02669068
-11.60027313,-12.3002758,0.0269486
-11.50027275,-12.3002758,0.02720833
-11.40027237,-12.3002758,0.02746981
-11.30027199,-12.3002758,0.02773299
-11.20027161,-12.3002758,0.02799782
-11.10027122,-12.3002758,0.02826654
-11.00027084,-12.3002758,0.02854087
-10.90027046,-12.3002758,0.02881797
-10.80027008,-12.3002758,0.02909774
-10.7002697,-12.3002758,0.02937181
-10.60026932,-12.3002758,0.02962219
-10.50026894,-12.3002758,0.0298747
-10.40026855,-12.3002758,0.03012928
-10.30026817,-12.3002758,0.03038588
-10.20026779,-12.3002758,0.03064445
-10.10026741,-12.3002758,0.03090494
-10.00026703,-12.3002758,0.03115035
-9.90026665,-12.3002758,0.03139183
-9.80026627,-12.3002758,0.03163628
-9.70026588,-12.3002758,0.03188364
-9.6002655,-12.3002758,0.03213384
-9.50026512,-12.3002758,0.0323868
-9.40026474,-12.3002758,0.03268828
-9.30026436,-12.3002758,0.03299099
-9.20026398,-12.3002758,0.03324534
-9.1002636,-12.3002758,0.03350361
-9.00026321,-12.3002758,0.03376572
-8.90026283,-12.3002758,0.03403158
-8.80026245,-12.3002758,0.03430109
-8.70026207,-12.3002758,0.0345742
-8.60026169,-12.3002758,0.03485196
-8.50026131,-12.3002758,0.03511103
-8.40026093,-12.3002758,0.03539144
-8.30026054,-12.3002758,0.0356768
-8.20026016,-12.3002758,0.03596699
-8.10025978,-12.3002758,0.03626189
-8.0002594,-12.3002758,0.0365614
-7.90025949,-12.3002758,0.0368654
-7.80025959,-12.3002758,0.03717377
-7.70025969,-12.3002758,0.03748642
-7.60025978,-12.3002758,0.03772046
-7.50025988,-12.3002758,0.03795737
-7.40025997,-12.3002758,0.03825505
-7.30026007,-12.3002758,0.0385582
-7.20026016,-12.3002758,0.0388667
-7.10026026,-12.3002758,0.03918041
-7.00026035,-12.3002758,0.03949921
-6.90026045,-12.3002758,0.03982298
-6.80026054,-12.3002758,0.04010471
-6.70026064,-12.3002758,0.04035241
-6.60026073,-12.3002758,0.04060621
-6.50026083,-12.3002758,0.04091357
-6.40026093,-12.3002758,0.04124186
-6.30026102,-12.3002758,0.04157651
-6.20026112,-12.3002758,0.04191737
-6.10026121,-12.3002758,0.04226428
-6.00026131,-12.3002758,0.04254544
-5.9002614,-12.3002758,0.04276685
-5.8002615,-12.3002758,0.04299433
-5.70026159,-12.3002758,0.04322781
-5.60026169,-12.3002758,0.04349856
-5.50026178,-12.3002758,0.04382551
-5.40026188,-12.3002758,0.04416026
-5.30026197,-12.3002758,0.04450263
-5.20026207,-12.3002758,0.04474333
-5.10026217,-12.3002758,0.04498881
-5.00026226,-12.3002758,0.04524353
-4.90026236,-12.3002758,0.04542366
-4.80026245,-12.3002758,0.04559502
-4.70026255,-12.3002758,0.04577575
-4.60026264,-12.3002758,0.04596571
-4.50026274,-12.3002758,0.04621839
-4.40026283,-12.3002758,0.04648859
-4.30026293,-12.3002758,0.04675641
-4.20026302,-12.3002758,0.04696293
-4.10026312,-12.3002758,0.04717769
-4.00026321,-12.3002758,0.04740059
-3.90026331,-12.3002758,0.04764128
-3.8002634,-12.3002758,0.04790227
-3.7002635,-12.3002758,0.04813555
-3.6002636,-12.3002758,0.04831501
-3.50026369,-12.3002758,0.04850659
-3.40026379,-12.3002758,0.04871014
-3.30026388,-12.3002758,0.04889821
-3.20026398,-12.3002758,0.04909031
-3.10026407,-12.3002758,0.04929122
-3.00026417,-12.3002758,0.0494925
-2.90026426,-12.3002758,0.04967041
-2.80026436,-12.3002758,0.04985726
-2.70026445,-12.3002758,0.05002283
-2.60026455,-12.3002758,0.05017776
-2.50026464,-12.3002758,0.05034398
-2.40026474,-12.3002758,0.05052136
-2.30026484,-12.3002758,0.05060518
-2.20026493,-12.3002758,0.05066145
-2.10026503,-12.3002758,0.05073884
-2.00026512,-12.3002758,0.05085397
-1.9002651,-12.3002758,0.05097943
-1.80026507,-12.3002758,0.05111595
-1.70026505,-12.3002758,0.05127577
-1.60026503,-12.3002758,0.0514478
-1.500265,-12.3002758,0.05159587
-1.40026498,-12.3002758,0.05159819
-1.30026495,-12.3002758,0.05161345
-1.20026493,-12.3002758,0.05164164
-1.10026491,-12.3002758,0.05168275
-1.00026488,-12.3002758,0.05175259
-0.90026486,-12.3002758,0.05183908
-0.80026484,-12.3002758,0.0518756
-0.70026481,-12.3002758,0.05195594
-0.60026479,-12.3002758,0.05204916
-0.50026476,-12.3002758,0.0521552
-0.40026477,-12.3002758,0.05227397
-0.30026478,-12.3002758,0.05240538
-0.20026478,-12.3002758,0.05242247
-0.10026478,-12.3002758,0.05238928
-0.00026478,-12.3002758,0.05236866
0.09973522,-12.3002758,0.05236064
0.19973522,-12.3002758,0.05232394
0.29973522,-12.3002758,0.05226274
0.39973521,-12.3002758,0.05217757
0.49973521,-12.3002758,0.05210223
0.5997352,-12.3002758,0.05203909
0.69973522,-12.3002758,0.05196855
0.79973525,-12.3002758,0.05185825
0.89973527,-12.3002758,0.05175973
0.9997353,-12.3002758,0.05167304
1.09973526,-12.3002758,0.05159824
1.19973528,-12.3002758,0.05154189
1.29973531,-12.3002758,0.05148061
1.39973533,-12.3002758,0.0514412
1.49973536,-12.3002758,0.05141544
1.59973538,-12.3002758,0.05140167
